business_code,cust_number,name_customer,clear_date,business_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,business_code_enc,day_of_cleardate,month_of_cleardate,year_of_cleardate,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_due,month_of_due,year_of_due,day_of_createdate,month_of_createdate,year_of_createdate,cust_payment_terms_enc,name_customer_enc,Aging Bucket
U001,200744019,TARG systems,2019-09-21 14:51:44.020200518,2020.0,1930850381.0,2020-05-03 00:00:00.000000000,1970-01-01 00:00:00.020200518,1970-01-01 00:00:00.020200503,NAA8,8895.07,64,,,,3,3,3,1,1,1,1,1,1,20,2768,
U001,200416837,DEC in,2019-08-19 16:06:24.020200408,2020.0,1930672425.0,2020-03-20 00:00:00.000000000,1970-01-01 00:00:00.020200408,1970-01-01 00:00:00.020200316,NAM4,38.88,64,,,,20,20,20,1,1,1,1,1,1,36,704,
U001,200769623,WAL-MAR corp,2019-08-04 22:11:12.020200327,2020.0,1930646050.0,2020-03-12 00:00:00.000000000,1970-01-01 00:00:00.020200327,1970-01-01 00:00:00.020200312,NAH4,1898.9,64,,,,12,12,12,1,1,1,1,1,1,32,2957,
U001,200747369,SCHNU us,2019-08-31 19:26:56.020200514,2020.0,1930636770.0,2020-03-10 00:00:00.000000000,1970-01-01 00:00:00.020200514,1970-01-01 00:00:00.020200310,NAGD,7225.77,64,,,,10,10,10,1,1,1,1,1,1,31,2426,
U001,200769623,WAL-MAR corporation,2019-07-31 06:58:08.020200313,2020.0,1930578870.0,2020-02-27 00:00:00.000000000,1970-01-01 00:00:00.020200313,1970-01-01 00:00:00.020200227,NAH4,8985.43,64,,,,27,27,27,1,1,1,1,1,1,32,2958,
U001,200769623,WAL-MAR co,2019-07-04 15:19:28.020200416,2020.0,1930728943.0,2020-04-01 00:00:00.000000000,1970-01-01 00:00:00.020200416,1970-01-01 00:00:00.020200401,NAH4,43299.8,64,,,,1,1,1,1,1,1,1,1,1,32,2956,
U001,200769623,WAL-MAR llc,2019-08-17 01:48:48.020200413,2020.0,1930710382.0,2020-03-29 00:00:00.000000000,1970-01-01 00:00:00.020200413,1970-01-01 00:00:00.020200329,NAH4,24822.9,64,,,,29,29,29,1,1,1,1,1,1,32,2961,
U001,200772595,SAFEW associates,2019-08-25 03:01:20.020200418,2020.0,1930731167.0,2020-04-03 00:00:00.000000000,1970-01-01 00:00:00.020200418,1970-01-01 00:00:00.020200403,NAA8,103416.93,64,,,,3,3,3,1,1,1,1,1,1,20,2378,
U001,200769623,WAL-MAR llc,2019-08-15 05:30:40.020200427,2020.0,1930776948.0,2020-04-12 00:00:00.000000000,1970-01-01 00:00:00.020200427,1970-01-01 00:00:00.020200412,NAH4,6663.09,64,,,,12,12,12,1,1,1,1,1,1,32,2961,
U001,200726979,BJ'S  llc,2019-08-17 13:47:44.020200503,2020.0,1930798144.0,2020-04-18 00:00:00.000000000,1970-01-01 00:00:00.020200503,1970-01-01 00:00:00.020200418,NAA8,634.61,64,,,,18,18,18,1,1,1,1,1,1,20,324,
U001,200769623,WAL-MAR co,2019-07-25 20:43:44.020200418,2020.0,1930739319.0,2020-04-03 00:00:00.000000000,1970-01-01 00:00:00.020200418,1970-01-01 00:00:00.020200403,NAH4,14049.57,64,,,,3,3,3,1,1,1,1,1,1,32,2956,
U001,200797452,US  associates,2019-09-07 10:27:12.020200428,2020.0,1930759761.0,2020-04-13 00:00:00.000000000,1970-01-01 00:00:00.020200428,1970-01-01 00:00:00.020200413,NAA8,17602.56,64,,,,13,13,13,1,1,1,1,1,1,20,2868,
U001,200780383,MEIJ llc,2019-08-31 23:17:20.020200505,2020.0,1930802803.0,2020-04-20 00:00:00.000000000,1970-01-01 00:00:00.020200505,1970-01-01 00:00:00.020200420,NAA8,36924.74,64,,,,20,20,20,1,1,1,1,1,1,20,1837,
U001,200769623,WAL-MAR ,2019-07-26 18:42:08.020200419,2020.0,1930745449.0,2020-04-04 00:00:00.000000000,1970-01-01 00:00:00.020200419,1970-01-01 00:00:00.020200404,NAH4,19672.15,64,,,,4,4,4,1,1,1,1,1,1,32,2954,
U001,200793513,KROGER corp,2019-09-12 01:57:20.020200329,2020.0,1930652669.0,2020-03-14 00:00:00.000000000,1970-01-01 00:00:00.020200329,1970-01-01 00:00:00.020200314,NAA8,23511.97,64,,,,14,14,14,1,1,1,1,1,1,20,1558,
U001,200706844,WINC us,2019-08-31 09:08:16.020200413,2020.0,1930716249.0,2020-03-29 00:00:00.000000000,1970-01-01 00:00:00.020200413,1970-01-01 00:00:00.020200329,NAA8,30575.96,64,,,,29,29,29,1,1,1,1,1,1,20,3028,
U001,200936373,SUPE co,2019-08-24 03:48:16.020200421,2020.0,1930747595.0,2020-04-06 00:00:00.000000000,1970-01-01 00:00:00.020200421,1970-01-01 00:00:00.020200406,NAA8,65158.49,64,,,,6,6,6,1,1,1,1,1,1,20,2630,
U001,200769623,WAL-MAR associates,2019-08-04 10:01:36.020200502,2020.0,1930796658.0,2020-04-17 00:00:00.000000000,1970-01-01 00:00:00.020200502,1970-01-01 00:00:00.020200417,NAH4,3556.71,64,,,,17,17,17,1,1,1,1,1,1,32,2955,
U001,200783734,FAREW systems,2019-10-30 20:24:32.020200425,2020.0,1930772953.0,2020-04-10 00:00:00.000000000,1970-01-01 00:00:00.020200425,1970-01-01 00:00:00.020200410,NAA8,90769.38,64,,,,10,10,10,1,1,1,1,1,1,20,2883,
U001,200780383,MEIJ corporation,2019-08-20 19:26:56.020200512,2020.0,1930827398.0,2020-04-27 00:00:00.000000000,1970-01-01 00:00:00.020200512,1970-01-01 00:00:00.020200427,NAA8,162322.04,64,,,,27,27,27,1,1,1,1,1,1,20,1834,
U001,200769623,WAL-MAR associates,2019-07-23 04:33:04.020200411,2020.0,1930701400.0,2020-03-27 00:00:00.000000000,1970-01-01 00:00:00.020200411,1970-01-01 00:00:00.020200327,NAH4,35278.89,64,,,,27,27,27,1,1,1,1,1,1,32,2955,
U001,200769623,WAL-MAR foundation,2019-08-03 23:30:08.020200418,2020.0,1930730898.0,2020-04-03 00:00:00.000000000,1970-01-01 00:00:00.020200418,1970-01-01 00:00:00.020200403,NAH4,15794.59,64,,,,3,3,3,1,1,1,1,1,1,32,2959,
U001,200424504,M  trust,2019-11-26 02:10:08.020200515,2020.0,1930855382.0,2020-05-05 00:00:00.000000000,1970-01-01 00:00:00.020200515,1970-01-01 00:00:00.020200515,NACH,2298.74,64,,,,5,5,5,1,1,1,1,1,1,64,1664,
U001,200743129,BROOKS trust,2019-10-04 16:10:40.020200401,2020.0,1930658236.0,2020-03-17 00:00:00.000000000,1970-01-01 00:00:00.020200401,1970-01-01 00:00:00.020200317,NAA8,18442.8,64,,,,17,17,17,1,1,1,1,1,1,20,373,
U001,200782001,GORDO systems,2019-09-04 12:39:28.020200408,2020.0,1930692220.0,2020-03-24 00:00:00.000000000,1970-01-01 00:00:00.020200408,1970-01-01 00:00:00.020200324,NAA8,42614.76,64,,,,24,24,24,1,1,1,1,1,1,20,1097,
CA02,140104340,COLABOR  associates,2019-10-03 08:14:56.020200409,2020.0,2960624519.0,2020-03-28 00:00:00.000000000,1970-01-01 00:00:00.020200409,1970-01-01 00:00:00.020200330,CA10,10316.039999999999,64,,,,28,28,28,1,1,1,1,1,1,5,560,
U001,200705742,DOT us,2019-08-26 20:07:28.020200420,2020.0,1930725052.0,2020-03-31 00:00:00.000000000,1970-01-01 00:00:00.020200420,1970-01-01 00:00:00.020200331,NAD1,23797.55,64,,,,31,31,31,1,1,1,1,1,1,27,824,
U001,100031704,DELHAIZE associates,2019-09-14 18:35:44.020200506,2020.0,1930810310.0,2020-04-21 00:00:00.000000000,1970-01-01 00:00:00.020200506,1970-01-01 00:00:00.020200421,NAA8,92130.9,64,,,,21,21,21,1,1,1,1,1,1,20,724,
U001,200761734,H E BUT trust,2019-09-14 10:40:00.020200513,2020.0,1930624980.0,2020-03-09 00:00:00.000000000,1970-01-01 00:00:00.020200513,1970-01-01 00:00:00.020200309,NAGD,40891.63,64,,,,9,9,9,1,1,1,1,1,1,31,1160,
U001,200790107,ROU systems,2019-08-29 04:58:40.020200423,2020.0,1930763464.0,2020-04-08 00:00:00.000000000,1970-01-01 00:00:00.020200423,1970-01-01 00:00:00.020200408,NAC6,72010.07,64,,,,8,8,8,1,1,1,1,1,1,25,2348,
U001,200769623,WAL-MAR corporation,2019-07-31 19:16:16.020200415,2020.0,1930719236.0,2020-03-31 00:00:00.000000000,1970-01-01 00:00:00.020200415,1970-01-01 00:00:00.020200331,NAH4,38350.51,64,,,,31,31,31,1,1,1,1,1,1,32,2958,
U001,200780383,MEIJ co,2019-08-09 10:42:08.020200318,2020.0,1930586987.0,2020-03-03 00:00:00.000000000,1970-01-01 00:00:00.020200318,1970-01-01 00:00:00.020200303,NAA8,118528.92,64,,,,3,3,3,1,1,1,1,1,1,20,1832,
U001,200741174,M B  corp,2019-09-03 01:08:16.020200403,2020.0,1930584549.0,2020-03-02 00:00:00.000000000,1970-01-01 00:00:00.020200403,1970-01-01 00:00:00.020200302,NA32,42073.5,64,,,,2,2,2,1,1,1,1,1,1,13,1671,
U001,200769623,WAL-MAR associates,2019-07-23 22:36:48.020200503,2020.0,1930798290.0,2020-04-18 00:00:00.000000000,1970-01-01 00:00:00.020200503,1970-01-01 00:00:00.020200418,NAH4,14788.44,64,,,,18,18,18,1,1,1,1,1,1,32,2955,
U001,200779906,BOZZU associates,2019-09-14 15:38:40.020200508,2020.0,1930811009.0,2020-04-23 00:00:00.000000000,1970-01-01 00:00:00.020200508,1970-01-01 00:00:00.020200423,NAA8,65148.6,64,,,,23,23,23,1,1,1,1,1,1,20,347,
CA02,140104409,LOB trust,2019-08-03 10:05:52.020200402,2020.0,2960622188.0,2020-03-23 00:00:00.000000000,1970-01-01 00:00:00.020200402,1970-01-01 00:00:00.020200323,CA10,111040.93699999999,64,,,,23,23,23,1,1,1,1,1,1,5,1644,
U001,200707005,KING S trust,2019-08-17 13:52:00.020200329,2020.0,1930645122.0,2020-03-14 00:00:00.000000000,1970-01-01 00:00:00.020200329,1970-01-01 00:00:00.020200314,NAA8,120764.52,64,,,,14,14,14,1,1,1,1,1,1,20,1482,
U001,200769623,WAL-MAR corp,2019-08-05 03:48:16.020200507,2020.0,1930804785.0,2020-04-22 00:00:00.000000000,1970-01-01 00:00:00.020200507,1970-01-01 00:00:00.020200422,NAH4,271.17,64,,,,22,22,22,1,1,1,1,1,1,32,2957,
U001,200794332,COST llc,2019-09-02 18:44:16.020200508,2020.0,1930813384.0,2020-04-23 00:00:00.000000000,1970-01-01 00:00:00.020200508,1970-01-01 00:00:00.020200423,NAAX,35289.64,64,,,,23,23,23,1,1,1,1,1,1,22,618,
U001,200230690,DECA llc,2019-09-17 04:22:24.020200324,2020.0,1930586066.0,2020-03-02 00:00:00.000000000,1970-01-01 00:00:00.020200324,1970-01-01 00:00:00.020200301,NAM4,508.34,64,,,,2,2,2,1,1,1,1,1,1,36,716,
U001,200769623,WAL-MAR corp,2019-08-04 04:20:16.020200325,2020.0,1930629752.0,2020-03-10 00:00:00.000000000,1970-01-01 00:00:00.020200325,1970-01-01 00:00:00.020200310,NAH4,661.11,64,,,,10,10,10,1,1,1,1,1,1,32,2957,
U001,200974851,RESTA trust,2019-10-04 06:53:52.020200521,2020.0,1930875923.0,2020-05-06 00:00:00.000000000,1970-01-01 00:00:00.020200521,1970-01-01 00:00:00.020200506,NAA8,1657.18,64,,,,6,6,6,1,1,1,1,1,1,20,2302,
U001,200769623,WAL-MAR corporation,2019-08-04 10:12:16.020200418,2020.0,1930731580.0,2020-04-03 00:00:00.000000000,1970-01-01 00:00:00.020200418,1970-01-01 00:00:00.020200403,NAH4,284.44,64,,,,3,3,3,1,1,1,1,1,1,32,2958,
U001,200769623,WAL-MAR trust,2019-08-03 00:32:00.020200430,2020.0,1930781649.0,2020-04-15 00:00:00.000000000,1970-01-01 00:00:00.020200430,1970-01-01 00:00:00.020200415,NAH4,685.52,64,,,,15,15,15,1,1,1,1,1,1,32,2963,
U001,200726979,BJ'S  us,2019-09-01 06:09:04.020200515,2020.0,1930842347.0,2020-04-30 00:00:00.000000000,1970-01-01 00:00:00.020200515,1970-01-01 00:00:00.020200430,NAA8,252.48,64,,,,30,30,30,1,1,1,1,1,1,20,327,
U001,200875006,KROGER us,2019-09-03 18:57:04.020200318,2020.0,1930597313.0,2020-03-03 00:00:00.000000000,1970-01-01 00:00:00.020200318,1970-01-01 00:00:00.020200303,NAA8,59966.73,64,,,,3,3,3,1,1,1,1,1,1,20,1565,
U001,100031704,DELHAIZE foundation,2019-11-27 15:10:56.020200524,2020.0,1930879848.0,2020-05-09 00:00:00.000000000,1970-01-01 00:00:00.020200524,1970-01-01 00:00:00.020200509,NAA8,2509.64,64,,,,9,9,9,1,1,1,1,1,1,20,728,
U001,200704858,WAKE co,2019-08-24 06:17:36.020200408,2020.0,1930684559.0,2020-03-24 00:00:00.000000000,1970-01-01 00:00:00.020200408,1970-01-01 00:00:00.020200324,NAA8,27709.69,64,,,,24,24,24,1,1,1,1,1,1,20,2925,
U001,200769623,WAL-MAR systems,2019-07-31 23:19:28.020200322,2020.0,1930619724.0,2020-03-07 00:00:00.000000000,1970-01-01 00:00:00.020200322,1970-01-01 00:00:00.020200307,NAH4,80864.5,64,,,,7,7,7,1,1,1,1,1,1,32,2962,
U001,200731999,UNITED  corp,2019-10-14 12:24:32.020200404,2020.0,1930661177.0,2020-03-20 00:00:00.000000000,1970-01-01 00:00:00.020200404,1970-01-01 00:00:00.020200320,NAA8,31814.32,64,,,,20,20,20,1,1,1,1,1,1,20,2883,
U001,200726979,BJ'S  in,2019-08-22 17:10:24.020200410,2020.0,1930705025.0,2020-03-26 00:00:00.000000000,1970-01-01 00:00:00.020200410,1970-01-01 00:00:00.020200326,NAA8,1792.47,64,,,,26,26,26,1,1,1,1,1,1,20,323,
U001,200769623,WAL-MAR co,2019-07-25 16:57:36.020200313,2020.0,1930580263.0,2020-02-27 00:00:00.000000000,1970-01-01 00:00:00.020200313,1970-01-01 00:00:00.020200227,NAH4,60710.04,64,,,,27,27,27,1,1,1,1,1,1,32,2956,
U001,200769623,WAL-MAR corporation,2019-08-01 08:34:08.020200424,2020.0,1930766629.0,2020-04-09 00:00:00.000000000,1970-01-01 00:00:00.020200424,1970-01-01 00:00:00.020200409,NAH4,55983.51,64,,,,9,9,9,1,1,1,1,1,1,32,2958,
U001,200762301,C&S WH foundation,2019-08-30 22:32:32.020200313,2020.0,1930571257.0,2020-02-27 00:00:00.000000000,1970-01-01 00:00:00.020200313,1970-01-01 00:00:00.020200227,NAC6,99451.38,64,,,,27,27,27,1,1,1,1,1,1,25,441,
U001,200777735,NASH  foundation,2019-09-04 05:32:48.020200512,2020.0,1930832387.0,2020-04-27 00:00:00.000000000,1970-01-01 00:00:00.020200512,1970-01-01 00:00:00.020200427,NAA8,42886.12,64,,,,27,27,27,1,1,1,1,1,1,20,1938,
U001,200793513,KROGER us,2019-09-08 19:31:12.020200329,2020.0,1930649384.0,2020-03-14 00:00:00.000000000,1970-01-01 00:00:00.020200329,1970-01-01 00:00:00.020200314,NAA8,18994.07,64,,,,14,14,14,1,1,1,1,1,1,20,1565,
U001,200780383,MEIJ systems,2019-08-31 11:05:36.020200410,2020.0,1930709119.0,2020-03-26 00:00:00.000000000,1970-01-01 00:00:00.020200410,1970-01-01 00:00:00.020200326,NAA8,112147.42,64,,,,26,26,26,1,1,1,1,1,1,20,1838,
CA02,140104440,SO corp,2019-08-11 05:24:16.020200503,2020.0,2960628127.0,2020-04-14 00:00:00.000000000,1970-01-01 00:00:00.020200503,1970-01-01 00:00:00.020200423,CA10,132666.639,64,,,,14,14,14,1,1,1,1,1,1,5,2535,
U001,100032505,KEHE corp,2020-01-18 03:56:48.020200404,2020.0,1930645401.0,2020-03-20 00:00:00.000000000,1970-01-01 00:00:00.020200404,1970-01-01 00:00:00.020200320,NAA8,6644.11,64,,,,20,20,20,1,1,1,1,1,1,20,2883,
U001,200592182,DECA systems,2019-08-25 16:17:04.020200411,2020.0,1930792980.0,2020-04-16 00:00:00.000000000,1970-01-01 00:00:00.020200411,1970-01-01 00:00:00.020200401,NAM2,10124.55,64,,,,16,16,16,1,1,1,1,1,1,34,717,
U001,200769623,WAL-MAR us,2019-08-04 21:11:28.020200502,2020.0,1930798650.0,2020-04-17 00:00:00.000000000,1970-01-01 00:00:00.020200502,1970-01-01 00:00:00.020200417,NAH4,38546.09,64,,,,17,17,17,1,1,1,1,1,1,32,2964,
U001,200762301,C&S WH llc,2019-08-19 02:50:40.020200425,2020.0,1930769805.0,2020-04-10 00:00:00.000000000,1970-01-01 00:00:00.020200425,1970-01-01 00:00:00.020200410,NAC6,9608.47,64,,,,10,10,10,1,1,1,1,1,1,25,443,
U001,200769623,WAL-MAR systems,2019-08-01 10:31:28.020200404,2020.0,1930668450.0,2020-03-20 00:00:00.000000000,1970-01-01 00:00:00.020200404,1970-01-01 00:00:00.020200320,NAH4,14672.56,64,,,,20,20,20,1,1,1,1,1,1,32,2962,
U001,200769623,WAL-MAR us,2019-08-04 15:30:08.020200413,2020.0,1930711978.0,2020-03-29 00:00:00.000000000,1970-01-01 00:00:00.020200413,1970-01-01 00:00:00.020200329,NAH4,51234.94,64,,,,29,29,29,1,1,1,1,1,1,32,2964,
U001,200353024,DECA foundation,2019-09-02 18:10:08.020200408,2020.0,1930689555.0,2020-03-24 00:00:00.000000000,1970-01-01 00:00:00.020200408,1970-01-01 00:00:00.020200316,NAM4,15022.48,64,,,,24,24,24,1,1,1,1,1,1,36,714,
U001,200744019,TARG foundation,2019-08-30 04:24:32.020200314,2020.0,1930581703.0,2020-02-28 00:00:00.000000000,1970-01-01 00:00:00.020200314,1970-01-01 00:00:00.020200228,NAA8,36708.63,64,,,,28,28,28,1,1,1,1,1,1,20,2765,
U001,200769623,WAL-MAR systems,2019-07-31 19:29:04.020200403,2020.0,1930670546.0,2020-03-19 00:00:00.000000000,1970-01-01 00:00:00.020200403,1970-01-01 00:00:00.020200319,NAH4,25018.92,64,,,,19,19,19,1,1,1,1,1,1,32,2962,
U001,200744019,TARG foundation,2019-09-05 08:42:40.020200409,2020.0,1930692887.0,2020-03-25 00:00:00.000000000,1970-01-01 00:00:00.020200409,1970-01-01 00:00:00.020200325,NAA8,364.61,64,,,,25,25,25,1,1,1,1,1,1,20,2765,
U001,200769623,WAL-MAR systems,2019-08-01 22:21:52.020200407,2020.0,1930687143.0,2020-03-23 00:00:00.000000000,1970-01-01 00:00:00.020200407,1970-01-01 00:00:00.020200323,NAH4,14016.98,64,,,,23,23,23,1,1,1,1,1,1,32,2962,
U001,200769623,WAL-MAR in,2019-08-03 09:06:08.020200504,2020.0,1930802022.0,2020-04-19 00:00:00.000000000,1970-01-01 00:00:00.020200504,1970-01-01 00:00:00.020200419,NAH4,15557.51,64,,,,19,19,19,1,1,1,1,1,1,32,2960,
U001,200769623,WAL-MAR foundation,2019-07-13 03:22:40.020200416,2020.0,1930729056.0,2020-04-01 00:00:00.000000000,1970-01-01 00:00:00.020200416,1970-01-01 00:00:00.020200401,NAH4,15169.81,64,,,,1,1,1,1,1,1,1,1,1,32,2959,
U001,200782669,SYGMA foundation,2019-08-22 08:38:24.020200324,2020.0,1930619188.0,2020-03-09 00:00:00.000000000,1970-01-01 00:00:00.020200324,1970-01-01 00:00:00.020200309,NAA8,22175.08,64,,,,9,9,9,1,1,1,1,1,1,20,2674,
U001,200762301,C&S WH systems,2019-08-26 03:01:20.020200404,2020.0,1930667329.0,2020-03-20 00:00:00.000000000,1970-01-01 00:00:00.020200404,1970-01-01 00:00:00.020200320,NAC6,21647.01,64,,,,20,20,20,1,1,1,1,1,1,25,444,
U001,200739006,AL co,2019-08-29 01:27:28.020200313,2020.0,1930573870.0,2020-02-27 00:00:00.000000000,1970-01-01 00:00:00.020200313,1970-01-01 00:00:00.020200227,NAA8,21300.0,64,,,,27,27,27,1,1,1,1,1,1,20,51,
U001,100015557,BI us,2020-01-20 06:58:08.020200319,2020.0,1930601031.0,2020-03-04 00:00:00.000000000,1970-01-01 00:00:00.020200319,1970-01-01 00:00:00.020200304,NAA8,3975.84,64,,,,4,4,4,1,1,1,1,1,1,20,312,
U001,200769623,WAL-MAR corp,2019-08-04 19:56:48.020200513,2020.0,1930832759.0,2020-04-28 00:00:00.000000000,1970-01-01 00:00:00.020200513,1970-01-01 00:00:00.020200428,NAH4,2169.37,64,,,,28,28,28,1,1,1,1,1,1,32,2957,
U001,200744019,TARG co,2019-09-07 08:38:24.020200328,2020.0,1930637586.0,2020-03-13 00:00:00.000000000,1970-01-01 00:00:00.020200328,1970-01-01 00:00:00.020200313,NAA8,71624.22,64,,,,13,13,13,1,1,1,1,1,1,20,2762,
U001,200418007,AM systems,2019-08-11 02:46:24.020200415,2020.0,1930713983.0,2020-03-31 00:00:00.000000000,1970-01-01 00:00:00.020200415,1970-01-01 00:00:00.020200331,NAA8,3982.89,64,,,,31,31,31,1,1,1,1,1,1,20,99,
U001,200742791,QUI systems,2019-09-20 08:51:12.020200328,2020.0,1930643717.0,2020-03-13 00:00:00.000000000,1970-01-01 00:00:00.020200328,1970-01-01 00:00:00.020200313,NAA8,35140.92,64,,,,13,13,13,1,1,1,1,1,1,20,2227,
U001,200769623,WAL-MAR foundation,2019-07-13 18:05:52.020200516,2020.0,1930845306.0,2020-05-01 00:00:00.000000000,1970-01-01 00:00:00.020200516,1970-01-01 00:00:00.020200501,NAH4,43269.45,64,,,,1,1,1,1,1,1,1,1,1,32,2959,
U001,200799367,MCL corporation,2019-09-10 20:30:56.020200430,2020.0,1930788338.0,2020-04-15 00:00:00.000000000,1970-01-01 00:00:00.020200430,1970-01-01 00:00:00.020200415,NAA8,66.21,64,,,,15,15,15,1,1,1,1,1,1,20,1800,
CA02,140104552,THE NO us,2019-10-01 23:25:52.020200412,2020.0,2960623771.0,2020-03-26 00:00:00.000000000,1970-01-01 00:00:00.020200412,1970-01-01 00:00:00.020200402,CA10,46799.074,64,,,,26,26,26,1,1,1,1,1,1,5,2883,
U001,102,KRAFT  in,2019-09-28 00:53:20.020200430,2020.0,1930704021.0,2020-03-26 00:00:00.000000000,1970-01-01 00:00:00.020200430,1970-01-01 00:00:00.020200326,NAG2,13948.2,64,,,,26,26,26,1,1,1,1,1,1,30,1500,
U001,200793513,KROGER trust,2019-09-04 05:02:56.020200501,2020.0,1930792572.0,2020-04-16 00:00:00.000000000,1970-01-01 00:00:00.020200501,1970-01-01 00:00:00.020200416,NAA8,73353.07,64,,,,16,16,16,1,1,1,1,1,1,20,1564,
U001,200769623,WAL-MAR llc,2019-08-16 04:54:24.020200407,2020.0,1930687707.0,2020-03-23 00:00:00.000000000,1970-01-01 00:00:00.020200407,1970-01-01 00:00:00.020200323,NAH4,19401.59,64,,,,23,23,23,1,1,1,1,1,1,32,2961,
U001,200820380,SMITH'S corp,2019-09-08 19:41:52.020200414,2020.0,1930716750.0,2020-03-30 00:00:00.000000000,1970-01-01 00:00:00.020200414,1970-01-01 00:00:00.020200330,NAA8,30402.86,64,,,,30,30,30,1,1,1,1,1,1,20,2512,
U001,200794332,COST us,2019-09-03 07:30:08.020200421,2020.0,1930753479.0,2020-04-06 00:00:00.000000000,1970-01-01 00:00:00.020200421,1970-01-01 00:00:00.020200406,NAAX,8034.94,64,,,,6,6,6,1,1,1,1,1,1,22,621,
U001,200769623,WAL-MAR foundation,2019-08-03 21:58:24.020200315,2020.0,1930583983.0,2020-02-29 00:00:00.000000000,1970-01-01 00:00:00.020200315,1970-01-01 00:00:00.020200229,NAH4,34431.66,64,,,,29,29,29,1,1,1,1,1,1,32,2959,
U001,200747369,SCHNU trust,2019-08-26 20:18:08.020200506,2020.0,1930809371.0,2020-04-21 00:00:00.000000000,1970-01-01 00:00:00.020200506,1970-01-01 00:00:00.020200421,NAA8,47856.89,64,,,,21,21,21,1,1,1,1,1,1,20,2425,
U001,200780383,MEIJ associates,2019-08-22 13:22:08.020200411,2020.0,1930709715.0,2020-03-27 00:00:00.000000000,1970-01-01 00:00:00.020200411,1970-01-01 00:00:00.020200327,NAA8,122718.87,64,,,,27,27,27,1,1,1,1,1,1,20,1831,
U001,200418007,AM corp,2019-08-22 21:20:00.020200404,2020.0,1930675738.0,2020-03-20 00:00:00.000000000,1970-01-01 00:00:00.020200404,1970-01-01 00:00:00.020200320,NAA8,57569.28,64,,,,20,20,20,1,1,1,1,1,1,20,94,
U001,200777735,NASH  trust,2019-08-29 03:24:48.020200520,2020.0,1930861929.0,2020-05-05 00:00:00.000000000,1970-01-01 00:00:00.020200520,1970-01-01 00:00:00.020200505,NAA8,40673.35,64,,,,5,5,5,1,1,1,1,1,1,20,1942,
U001,200769623,WAL-MAR systems,2019-07-31 05:41:20.020200513,2020.0,1930830441.0,2020-04-28 00:00:00.000000000,1970-01-01 00:00:00.020200513,1970-01-01 00:00:00.020200428,NAH4,8984.79,64,,,,28,28,28,1,1,1,1,1,1,32,2962,
U001,200769623,WAL-MAR in,2019-08-03 02:52:48.020200405,2020.0,1930672184.0,2020-03-21 00:00:00.000000000,1970-01-01 00:00:00.020200405,1970-01-01 00:00:00.020200321,NAH4,59848.33,64,,,,21,21,21,1,1,1,1,1,1,32,2960,
U001,200772670,ASSOCIAT corporation,2019-08-11 02:16:32.020200319,2020.0,1930586985.0,2020-03-04 00:00:00.000000000,1970-01-01 00:00:00.020200319,1970-01-01 00:00:00.020200304,NAU5,24740.65,64,,,,4,4,4,1,1,1,1,1,1,46,188,
U001,200726979,BJ'S  foundation,2019-08-27 03:48:16.020200414,2020.0,1930723796.0,2020-03-30 00:00:00.000000000,1970-01-01 00:00:00.020200414,1970-01-01 00:00:00.020200330,NAA8,977.0,64,,,,30,30,30,1,1,1,1,1,1,20,322,
U001,200769623,WAL-MAR corporation,2019-07-30 16:40:32.020200421,2020.0,1930751687.0,2020-04-06 00:00:00.000000000,1970-01-01 00:00:00.020200421,1970-01-01 00:00:00.020200406,NAH4,8885.57,64,,,,6,6,6,1,1,1,1,1,1,32,2958,
U001,2013,KRAFT F co,2019-10-27 17:18:56.020200303,2020.0,1930594165.0,2020-03-03 00:00:00.000000000,1970-01-01 00:00:00.020200303,1970-01-01 00:00:00.020200303,NAX2,16238.2,64,,,,3,3,3,1,1,1,1,1,1,63,1507,
U001,200769623,WAL-MAR associates,2019-08-04 09:16:48.020200411,2020.0,1930705395.0,2020-03-27 00:00:00.000000000,1970-01-01 00:00:00.020200411,1970-01-01 00:00:00.020200327,NAH4,30.64,64,,,,27,27,27,1,1,1,1,1,1,32,2955,
U001,200743123,KROGER us,2019-10-12 05:58:24.020200518,2020.0,1930855289.0,2020-05-03 00:00:00.000000000,1970-01-01 00:00:00.020200518,1970-01-01 00:00:00.020200503,NAA8,69801.2,64,,,,3,3,3,1,1,1,1,1,1,20,1565,
U001,200726979,BJ'S  corp,2019-09-07 22:17:36.020200411,2020.0,1930708208.0,2020-03-27 00:00:00.000000000,1970-01-01 00:00:00.020200411,1970-01-01 00:00:00.020200327,NAA8,30894.36,64,,,,27,27,27,1,1,1,1,1,1,20,320,
U001,200769623,WAL-MAR corp,2019-07-02 21:20:00.020200317,2020.0,1930586941.0,2020-03-02 00:00:00.000000000,1970-01-01 00:00:00.020200317,1970-01-01 00:00:00.020200302,NAH4,66902.95,64,,,,2,2,2,1,1,1,1,1,1,32,2957,
U001,200744019,TARG foundation,2019-09-01 06:15:28.020200508,2020.0,1930818404.0,2020-04-23 00:00:00.000000000,1970-01-01 00:00:00.020200508,1970-01-01 00:00:00.020200423,NAA8,26743.14,64,,,,23,23,23,1,1,1,1,1,1,20,2765,
